,Shutter (mV)
1751,4930.725
1752,4931.0303
1753,4931.3354
1754,4930.725
1755,4931.3354
1756,4931.3354
1757,4931.3354
1758,4931.0303
1759,4931.3354
1760,4931.3354
1761,4931.3354
1762,4931.6406
1763,4930.725
1764,4931.3354
1765,4931.6406
1766,4930.1147
1767,4931.3354
1768,4931.0303
1769,4930.42
1770,4932.556
1771,4931.0303
1772,4931.0303
1773,4931.0303
1774,4931.0303
1775,4930.725
1776,4930.725
1777,4931.0303
1778,4932.251
1779,4931.0303
1780,4931.3354
1781,4930.725
1782,4931.0303
1783,4930.42
1784,4930.42
1785,4931.0303
1786,4931.3354
1787,4930.42
1788,4931.0303
1789,4931.6406
1790,4931.3354
1791,4931.0303
1792,4930.725
1793,4931.6406
1794,4930.42
1795,4931.0303
1796,4930.725
1797,4931.6406
1798,4931.0303
1799,4931.6406
1800,4931.0303
1801,4932.251
1802,4930.725
1803,4931.0303
1804,4930.725
1805,4931.3354
1806,4931.3354
1807,4930.725
1808,4930.725
1809,4930.725
1810,4931.3354
1811,4931.946
1812,4931.0303
1813,4930.725
1814,4931.3354
1815,4931.3354
1816,4931.3354
1817,4931.0303
1818,4931.946
1819,4930.42
1820,4931.6406
1821,4931.3354
1822,4931.3354
1823,4931.0303
1824,4931.0303
1825,4931.3354
1826,4930.42
1827,4931.0303
1828,4931.946
1829,4931.6406
1830,4930.725
1831,4930.42
1832,4931.946
1833,4931.6406
1834,4931.3354
1835,4931.946
1836,4930.1147
1837,4931.0303
1838,4931.946
1839,4931.6406
1840,4933.4717
1841,4930.42
1842,4931.6406
1843,4931.6406
1844,4931.0303
1845,4931.3354
1846,4931.6406
1847,4930.42
1848,4932.251
1849,4930.725
1850,4931.3354
1851,4930.725
1852,4931.6406
1853,4930.725
1854,4931.0303
1855,4931.3354
1856,4931.0303
1857,4930.42
1858,4930.725
1859,4931.0303
1860,4931.946
1861,4931.0303
1862,4931.0303
1863,4931.0303
1864,4931.3354
1865,4931.3354
1866,4931.3354
1867,4931.946
1868,4930.42
1869,4931.0303
1870,4931.3354
1871,4931.6406
1872,4931.0303
1873,4931.0303
1874,4931.3354
1875,4931.0303
1876,4931.0303
1877,4931.6406
1878,4930.725
1879,4930.42
1880,4931.6406
1881,4931.6406
1882,4930.725
1883,4930.42
1884,4931.0303
1885,4931.3354
1886,4931.0303
1887,4931.0303
1888,4931.3354
1889,4931.0303
1890,4931.3354
1891,4931.0303
1892,4931.946
1893,4930.725
1894,4930.725
1895,4931.6406
1896,4930.725
1897,4931.946
1898,4931.0303
1899,4931.6406
1900,4931.3354
1901,4930.1147
1902,4931.3354
1903,4931.3354
1904,4931.0303
1905,4930.725
1906,4930.42
1907,4930.725
1908,4931.3354
1909,4931.6406
1910,4932.251
1911,4931.3354
1912,4931.6406
1913,4931.6406
1914,4932.251
1915,4931.6406
1916,4931.3354
1917,4931.6406
1918,4931.3354
1919,4930.42
1920,4931.6406
1921,4930.725
1922,4931.3354
1923,4931.0303
1924,4931.6406
1925,4932.251
1926,4931.6406
1927,4930.1147
1928,4931.6406
1929,4931.0303
1930,4931.0303
1931,4931.0303
1932,4929.5044
1933,4931.3354
1934,4931.3354
1935,4930.725
1936,4931.6406
1937,4931.3354
1938,4931.3354
1939,4930.42
1940,4931.0303
1941,4931.0303
1942,4931.3354
1943,4931.3354
1944,4931.6406
1945,4931.946
1946,4931.3354
1947,4930.42
1948,4931.3354
1949,4931.0303
1950,4931.6406
1951,4931.3354
1952,4931.0303
1953,4932.251
1954,4931.6406
1955,4931.6406
1956,4931.0303
1957,4930.725
1958,4930.725
1959,4931.3354
1960,4932.251
1961,4931.6406
1962,4930.42
1963,4931.0303
1964,4930.725
1965,4931.0303
1966,4931.3354
1967,4932.251
1968,4931.0303
1969,4931.3354
1970,4931.946
1971,4931.3354
1972,4930.725
1973,4931.6406
1974,4930.725
1975,4930.725
1976,4930.1147
1977,4931.0303
1978,4931.946
1979,4930.725
1980,4931.6406
1981,4931.6406
1982,4930.1147
1983,4931.3354
1984,4931.6406
1985,4931.3354
1986,4931.3354
1987,4931.3354
1988,4930.1147
1989,4931.3354
1990,4930.42
1991,4931.0303
1992,4931.6406
1993,4930.42
1994,4931.3354
1995,4931.6406
1996,4931.6406
1997,4931.3354
1998,4932.251
1999,4931.3354
2000,4930.725
2001,4930.725
2002,4931.0303
2003,4931.3354
2004,4931.0303
2005,4931.0303
2006,4931.3354
2007,4930.42
2008,4932.251
2009,4930.725
2010,4931.0303
2011,4931.3354
2012,4931.6406
2013,4929.199
2014,4930.1147
2015,4931.3354
2016,4931.6406
2017,4932.8613
2018,4930.1147
2019,4931.0303
2020,4931.6406
2021,4930.725
2022,4930.725
2023,4931.3354
2024,4930.42
2025,4931.0303
2026,4931.6406
2027,4930.725
2028,4931.0303
2029,4931.0303
2030,4931.3354
2031,4931.6406
2032,4929.199
2033,4930.42
2034,4931.6406
2035,4931.6406
2036,4930.42
2037,4930.725
2038,4930.725
2039,4931.0303
2040,4931.6406
2041,4931.3354
2042,4931.0303
2043,4931.6406
2044,4931.6406
2045,4931.946
2046,4931.0303
2047,4931.3354
2048,4932.8613
2049,4932.251
2050,4931.0303
2051,4930.725
2052,4931.6406
2053,4931.3354
2054,4930.725
2055,4931.3354
2056,4931.0303
2057,4930.42
2058,4930.725
2059,4930.725
2060,4931.3354
2061,4931.6406
2062,4929.5044
2063,4931.0303
2064,4930.725
2065,4931.0303
2066,4931.946
2067,4930.725
2068,4930.725
2069,4931.0303
2070,4931.6406
2071,4931.0303
2072,4931.0303
2073,4931.946
2074,4931.0303
2075,4930.42
2076,4931.0303
2077,4930.42
2078,4931.3354
2079,4931.3354
2080,4931.3354
2081,4931.6406
2082,4931.0303
2083,4930.1147
2084,4931.3354
2085,4931.3354
2086,4930.725
2087,4932.8613
2088,4931.3354
2089,4931.0303
2090,4931.6406
2091,4931.946
2092,4930.725
2093,4931.3354
2094,4931.0303
2095,4931.3354
2096,4930.42
2097,4930.725
2098,4931.3354
2099,4931.6406
2100,4930.725
2101,4931.6406
2102,4931.946
2103,4930.42
2104,4931.0303
2105,4931.6406
2106,4931.3354
2107,4930.725
2108,4930.725
2109,4931.0303
2110,4931.0303
2111,4931.0303
2112,4930.725
2113,4931.6406
2114,4930.725
2115,4931.6406
2116,4930.725
2117,4930.725
2118,4931.0303
2119,4930.725
2120,4930.725
2121,4931.0303
2122,4931.6406
2123,4931.0303
2124,4930.725
2125,4931.6406
2126,4930.42
2127,4931.3354
2128,4931.6406
2129,4931.0303
2130,4931.6406
2131,4932.556
2132,4931.0303
2133,4931.6406
2134,4931.3354
2135,4931.3354
2136,4931.0303
2137,4930.725
2138,4930.725
2139,4932.251
2140,4931.0303
2141,4931.0303
2142,4930.42
2143,4931.3354
2144,4931.6406
2145,4930.42
2146,4931.0303
2147,4930.42
2148,4931.946
2149,4931.0303
2150,4931.3354
2151,4930.725
2152,4931.0303
2153,4931.0303
2154,4931.6406
2155,4931.0303
2156,4930.725
2157,4931.6406
2158,4930.725
2159,4931.3354
2160,4931.6406
2161,4931.0303
2162,4931.3354
2163,4931.0303
2164,4931.0303
2165,4931.6406
2166,4930.42
2167,4931.3354
2168,4931.3354
2169,4931.6406
2170,4930.42
2171,4931.3354
2172,4930.725
2173,4931.0303
2174,4931.0303
2175,4931.3354
2176,4932.556
2177,4931.946
2178,4930.725
2179,4931.6406
2180,4931.0303
2181,4931.0303
2182,4930.725
2183,4930.725
2184,4930.725
2185,4931.3354
2186,4930.725
2187,4931.0303
2188,4931.0303
2189,4931.0303
2190,4931.6406
2191,4931.6406
2192,4930.42
2193,4931.6406
2194,4931.3354
2195,4930.1147
2196,4931.6406
2197,4931.3354
2198,4931.946
2199,4931.0303
2200,4930.725
2201,4930.725
2202,4931.0303
2203,4931.0303
2204,4931.946
2205,4931.3354
2206,4931.3354
2207,4931.3354
2208,4931.3354
2209,4931.6406
2210,4931.946
2211,4930.725
2212,4931.6406
2213,4931.6406
2214,4930.42
2215,4931.3354
2216,4930.42
2217,4931.3354
2218,4931.0303
2219,4930.42
2220,4930.725
2221,4931.0303
2222,4931.6406
2223,4930.725
2224,4930.725
2225,4931.3354
2226,4929.8096
2227,4931.6406
2228,4931.0303
2229,4931.3354
2230,4932.251
2231,4931.0303
2232,4930.725
2233,4931.0303
2234,4931.3354
2235,4931.6406
2236,4930.725
2237,4931.6406
2238,4931.6406
2239,4931.3354
2240,4931.0303
2241,4931.0303
2242,4930.725
2243,4931.946
2244,4931.6406
2245,4930.725
2246,4931.3354
2247,4930.725
2248,4930.725
2249,4931.3354
2250,4931.0303
2251,4930.725
2252,4930.725
2253,4930.42
2254,4931.6406
2255,4931.3354
2256,4931.946
2257,4931.6406
2258,4931.3354
2259,4930.1147
2260,4930.725
2261,4931.946
2262,4931.3354
2263,4931.3354
2264,4931.6406
2265,4931.0303
2266,4931.3354
2267,4931.3354
2268,4931.0303
2269,4931.3354
2270,4931.3354
2271,4931.0303
2272,4931.946
2273,4931.0303
2274,4930.725
2275,4931.3354
2276,4931.6406
2277,4931.6406
2278,4931.0303
2279,4931.946
2280,4931.0303
2281,4930.725
2282,4931.0303
2283,4930.725
2284,4931.3354
2285,4931.0303
2286,4931.0303
2287,4931.0303
2288,4931.0303
2289,4930.42
2290,4931.946
2291,4931.3354
2292,4931.946
2293,4930.1147
2294,4930.725
2295,4930.42
2296,4930.42
2297,4931.6406
2298,4931.0303
2299,4931.3354
2300,4931.6406
2301,4931.6406
2302,4931.0303
2303,4931.3354
2304,4931.0303
2305,4931.946
2306,4931.0303
2307,4931.3354
2308,4931.0303
2309,4930.725
2310,4931.3354
2311,4931.0303
2312,4931.946
2313,4931.3354
2314,4931.0303
2315,4931.0303
2316,4930.42
2317,4931.3354
2318,4930.725
2319,4931.3354
2320,4930.42
2321,4931.946
2322,4930.725
2323,4930.725
2324,4932.251
2325,4931.6406
2326,4931.0303
2327,4931.3354
2328,4931.3354
2329,4930.725
2330,4929.8096
2331,4932.8613
2332,4931.0303
2333,4931.6406
2334,4933.1665
2335,4931.3354
2336,4931.3354
2337,4931.3354
2338,4931.3354
2339,4931.3354
2340,4930.725
2341,4931.0303
2342,4930.42
2343,4931.3354
2344,4931.0303
2345,4931.3354
2346,4931.0303
2347,4930.42
2348,4930.725
2349,4931.6406
2350,4930.725
2351,4930.725
2352,4930.725
2353,4931.3354
2354,4929.8096
2355,4931.3354
2356,4931.3354
2357,4931.6406
2358,4931.0303
2359,4931.0303
2360,4931.6406
2361,4931.3354
2362,4931.0303
2363,4932.251
2364,4930.42
2365,4930.725
2366,4931.946
2367,4930.42
2368,4931.0303
2369,4931.3354
2370,4930.1147
2371,4931.3354
2372,4930.42
2373,4932.251
2374,4931.946
2375,4930.42
2376,4930.1147
2377,4932.251
2378,4931.3354
2379,4931.0303
2380,4931.3354
2381,4931.6406
2382,4931.6406
2383,4931.0303
2384,4930.725
2385,4932.251
2386,4931.3354
2387,4930.42
2388,4931.0303
2389,4931.0303
2390,4932.251
2391,4931.946
2392,4930.725
2393,4931.0303
2394,4931.0303
2395,4931.946
2396,4930.42
2397,4931.3354
2398,4930.725
2399,4932.8613
2400,4931.3354
2401,4931.3354
2402,4930.42
2403,4931.0303
2404,4932.251
2405,4930.725
2406,4931.6406
2407,4931.3354
2408,4930.725
2409,4930.1147
2410,4931.3354
2411,4931.0303
2412,4931.3354
2413,4931.3354
2414,4930.725
2415,4931.0303
2416,4931.0303
2417,4931.3354
2418,4931.3354
2419,4931.3354
2420,4930.725
2421,4931.0303
2422,4930.42
2423,4931.0303
2424,4931.6406
2425,4931.3354
2426,4931.6406
2427,4931.0303
2428,4932.251
2429,4930.42
2430,4931.0303
2431,4931.6406
2432,4931.6406
2433,4927.9785
2434,4931.3354
2435,4931.6406
2436,4931.6406
2437,4931.6406
2438,4931.0303
2439,4931.0303
2440,4931.3354
2441,4931.0303
2442,4931.6406
2443,4931.6406
2444,4931.3354
2445,4931.3354
2446,4930.725
2447,4931.0303
2448,4930.725
2449,4931.6406
2450,4931.3354
2451,4931.0303
2452,4930.42
2453,4930.725
2454,4930.725
2455,4931.946
2456,4932.251
2457,4930.725
2458,4930.42
2459,4931.6406
2460,4931.6406
2461,4931.3354
2462,4930.42
2463,4931.946
2464,4931.3354
2465,4930.1147
2466,4931.6406
2467,4931.0303
2468,4931.6406
2469,4930.725
2470,4930.725
2471,4931.3354
2472,4930.1147
2473,4931.3354
2474,4931.0303
2475,4930.42
2476,4931.3354
2477,4931.3354
2478,4931.0303
2479,4931.3354
2480,4931.6406
2481,4931.6406
2482,4931.3354
2483,4931.0303
2484,4931.3354
2485,4930.725
2486,4931.6406
2487,4931.0303
2488,4931.6406
2489,4931.3354
2490,4930.725
2491,4931.3354
2492,4931.0303
2493,4930.42
2494,4931.3354
2495,4931.3354
2496,4931.0303
2497,4931.946
2498,4931.0303
2499,4931.6406
2500,4931.3354
2501,4931.3354
2502,4930.725
2503,4930.725
2504,4931.0303
2505,4931.0303
2506,4931.6406
2507,4930.1147
2508,4931.0303
2509,4931.3354
2510,4931.0303
2511,4931.946
2512,4931.0303
2513,4931.946
2514,4930.1147
2515,4931.0303
2516,4931.0303
2517,4930.725
2518,4931.6406
2519,4931.0303
2520,4931.3354
2521,4931.3354
2522,4931.0303
2523,4931.6406
2524,4930.42
2525,4930.42
2526,4931.3354
2527,4932.251
2528,4931.0303
2529,4931.3354
2530,4931.6406
2531,4930.42
2532,4930.725
2533,4931.0303
2534,4930.725
2535,4931.3354
2536,4931.0303
2537,4931.3354
2538,4931.6406
2539,4930.725
2540,4930.725
2541,4931.946
2542,4931.3354
2543,4931.0303
2544,4931.6406
2545,4931.6406
2546,4931.0303
2547,4931.3354
2548,4931.3354
2549,4931.3354
2550,4931.0303
2551,4931.6406
2552,4930.725
2553,4930.42
2554,4931.0303
2555,4933.1665
2556,4930.725
2557,4930.42
2558,4931.3354
2559,4931.3354
2560,4930.1147
2561,4931.3354
2562,4930.725
2563,4931.3354
2564,4930.725
2565,4930.1147
2566,4931.6406
2567,4932.251
2568,4931.3354
2569,4930.1147
2570,4931.0303
2571,4931.6406
2572,4931.3354
2573,4931.3354
2574,4930.725
2575,4931.0303
2576,4931.0303
2577,4929.5044
2578,4931.6406
2579,4931.0303
2580,4931.6406
2581,4932.251
2582,4931.3354
2583,4930.725
2584,4931.0303
2585,4930.42
2586,4931.3354
2587,4930.725
2588,4931.946
2589,4931.3354
2590,4930.725
2591,4931.946
2592,4930.1147
2593,4931.3354
2594,4931.6406
2595,4930.42
2596,4931.0303
2597,4931.0303
2598,4931.0303
2599,4931.3354
2600,4931.0303
2601,4931.0303
2602,4930.725
2603,4930.725
2604,4931.0303
2605,4931.0303
2606,4930.725
2607,4931.3354
2608,4931.3354
2609,4931.6406
2610,4930.725
2611,4931.0303
2612,4931.3354
2613,4931.0303
2614,4931.3354
2615,4930.725
2616,4931.0303
2617,4931.3354
2618,4931.3354
2619,4931.3354
2620,4930.42
2621,4930.42
2622,4931.6406
2623,4931.0303
2624,4931.6406
2625,4931.3354
2626,4932.251
2627,4930.725
2628,4931.0303
2629,4931.0303
2630,4931.6406
2631,4931.0303
2632,4930.1147
2633,4930.725
2634,4930.1147
2635,4930.725
2636,4931.946
2637,4931.3354
2638,4930.42
2639,4931.0303
2640,4931.6406
2641,4931.946
2642,4931.6406
2643,4931.0303
2644,4931.3354
2645,4931.6406
2646,4930.42
2647,4930.42
2648,4931.6406
2649,4931.3354
2650,4931.6406
2651,4932.251
2652,4930.42
2653,4931.0303
2654,4931.3354
2655,4931.3354
2656,4930.725
2657,4931.3354
2658,4931.0303
2659,4931.0303
2660,4931.3354
2661,4931.6406
2662,4930.42
2663,4931.6406
2664,4931.3354
2665,4931.946
2666,4931.0303
2667,4931.6406
2668,4931.946
2669,4931.3354
2670,4931.0303
2671,4931.0303
2672,4931.3354
2673,4931.6406
2674,4931.0303
2675,4931.946
2676,4931.0303
2677,4930.1147
2678,4931.946
2679,4931.6406
2680,4931.3354
2681,4931.3354
2682,4930.725
2683,4931.6406
2684,4930.1147
2685,4930.42
2686,4931.6406
2687,4931.3354
2688,4931.0303
2689,4931.3354
2690,4930.42
2691,4932.251
2692,4932.251
2693,4931.946
2694,4932.251
2695,4931.946
2696,4931.0303
2697,4931.946
2698,4931.0303
2699,4931.0303
2700,4931.3354
2701,4931.0303
2702,4930.725
2703,4931.6406
2704,4931.946
2705,4931.6406
2706,4930.725
2707,4931.0303
2708,4931.946
2709,4931.0303
2710,4931.3354
2711,4930.725
2712,4931.6406
2713,4931.3354
2714,4931.6406
2715,4931.0303
2716,4930.725
2717,4931.6406
2718,4930.725
2719,4931.6406
2720,4930.42
2721,4931.0303
2722,4931.6406
2723,4931.3354
2724,4931.3354
2725,4931.0303
2726,4931.3354
2727,4931.0303
2728,4930.725
2729,4930.725
2730,4931.0303
2731,4931.0303
2732,4932.251
2733,4931.0303
2734,4931.6406
2735,4930.725
2736,4932.251
2737,4931.3354
2738,4931.0303
2739,4931.6406
2740,4930.725
2741,4931.946
2742,4931.3354
2743,4931.0303
2744,4931.3354
2745,4931.3354
2746,4931.6406
2747,4930.1147
2748,4930.725
2749,4931.3354
2750,4930.725
2751,4930.725
2752,4930.725
2753,4931.0303
2754,4930.1147
2755,4930.725
2756,4930.1147
2757,4930.725
2758,4931.946
2759,4930.725
2760,4930.1147
2761,4931.3354
2762,4931.3354
2763,4931.6406
2764,4931.946
2765,4930.725
2766,4930.725
2767,4931.3354
2768,4931.6406
2769,4931.3354
2770,4931.946
2771,4930.42
2772,4931.946
2773,4931.0303
2774,4931.3354
2775,4931.6406
2776,4931.3354
2777,4931.0303
2778,4931.0303
2779,4931.946
2780,4932.556
2781,4931.3354
2782,4931.6406
2783,4931.6406
2784,4930.725
2785,4931.3354
2786,4931.0303
2787,4931.0303
2788,4931.0303
2789,4931.6406
2790,4931.6406
2791,4929.8096
2792,4931.946
2793,4931.0303
2794,4931.3354
2795,4931.3354
2796,4931.6406
2797,4930.42
2798,4931.6406
2799,4931.0303
2800,4931.0303
2801,4930.725
2802,4931.946
2803,4930.42
2804,4931.3354
2805,4930.42
2806,4931.6406
2807,4931.0303
2808,4931.0303
2809,4931.6406
2810,4931.0303
2811,4931.0303
2812,4930.725
2813,4930.725
2814,4931.6406
2815,4930.42
2816,4929.8096
2817,4931.3354
2818,4931.0303
2819,4930.725
2820,4931.0303
2821,4931.0303
2822,4931.3354
2823,4930.725
2824,4929.199
2825,4930.725
2826,4930.725
2827,4931.6406
2828,4932.556
2829,4930.725
2830,4931.0303
2831,4931.6406
2832,4931.6406
2833,4930.725
2834,4930.1147
2835,4931.0303
2836,4930.42
2837,4931.6406
2838,4931.3354
2839,4931.946
2840,4931.0303
2841,4931.3354
2842,4931.0303
2843,4931.3354
2844,4930.1147
2845,4931.3354
2846,4931.0303
2847,4931.3354
2848,4930.725
2849,4930.725
2850,4931.0303
2851,4930.725
2852,4931.0303
2853,4930.725
2854,4931.6406
2855,4931.3354
2856,4931.6406
2857,4930.725
2858,4930.725
2859,4932.251
2860,4931.3354
2861,4931.3354
2862,4931.6406
2863,4931.946
2864,4931.3354
2865,4931.3354
2866,4930.725
2867,4931.3354
2868,4931.0303
2869,4931.0303
2870,4931.3354
2871,4930.42
2872,4931.0303
2873,4931.6406
2874,4931.0303
2875,4930.42
2876,4931.946
2877,4931.0303
2878,4931.3354
2879,4931.0303
2880,4931.6406
2881,4931.946
2882,4930.725
2883,4931.3354
2884,4931.6406
2885,4930.725
2886,4930.42
2887,4930.42
2888,4930.725
2889,4931.3354
2890,4930.1147
2891,4930.42
2892,4932.251
2893,4930.725
2894,4930.42
2895,4931.3354
2896,4931.6406
2897,4931.0303
2898,4932.556
2899,4931.3354
2900,4931.6406
2901,4931.6406
2902,4931.6406
2903,4931.0303
2904,4931.3354
2905,4931.3354
2906,4931.946
2907,4931.6406
2908,4931.0303
2909,4931.3354
2910,4931.946
2911,4931.0303
2912,4931.0303
2913,4931.6406
2914,4931.3354
2915,4930.42
2916,4930.725
2917,4931.6406
2918,4931.0303
2919,4930.42
2920,4930.725
2921,4930.1147
2922,4931.3354
2923,4931.3354
2924,4931.0303
2925,4931.0303
2926,4931.0303
2927,4931.6406
2928,4930.725
2929,4931.6406
2930,4931.6406
2931,4932.251
2932,4931.0303
2933,4931.3354
2934,4930.725
2935,4929.8096
2936,4931.3354
2937,4931.0303
2938,4931.0303
2939,4931.3354
2940,4931.6406
2941,4931.3354
2942,4931.6406
2943,4931.0303
2944,4931.3354
2945,4931.6406
2946,4930.42
2947,4930.725
2948,4931.6406
2949,4931.946
2950,4930.42
2951,4931.6406
2952,4931.0303
2953,4931.0303
2954,4931.0303
2955,4931.3354
2956,4931.0303
2957,4931.0303
2958,4931.3354
2959,4930.42
2960,4931.0303
2961,4930.1147
2962,4930.42
2963,4931.3354
2964,4931.0303
2965,4930.725
